3063.233109,3340.146976,3240.078138,3248.247323,3146.155332,3607.198957,3370.620818,3238.284745,3113.442359,3187.128852,3347.463032,3445.801640,3446.588990,3159.551979,3284.657527,3229.282611,3420.559609,3232.316367,3355.852258,2989.342106,3059.530730,3287.924759,3114.414387,3606.087195,3638.353966,3264.089291,
3192.743146,3659.896087,3460.794284,3550.947715,3495.060545,3648.270330,3360.720592,3326.593276,3713.227362,3535.547983,3425.127127,3606.442556,3312.574392,3491.556171,3627.774564,3478.702479,3602.313317,3337.827630,3843.733498,3230.134804,3247.966949,3441.215161,3625.733988,3466.778990,3370.713033,3278.598531,
3981.024668,4258.633317,4035.256905,4243.523084,4096.119461,4258.017759,4085.521435,4037.070699,4229.794701,4286.141730,4226.764421,4442.760383,4367.296015,4133.703910,4107.026882,4105.755772,4230.672257,4030.359880,4377.229746,3870.077473,3990.911909,4274.838608,4336.097786,4486.536574,4294.062285,3912.113540,
3570.880158,4123.234844,3749.664965,4174.257975,3899.739171,4180.164159,3775.389968,3872.022392,4097.766087,3801.589732,3862.259953,4090.814148,3952.567306,3984.714664,4193.815114,4098.682175,4029.070562,3776.879644,4245.907410,3645.114623,3607.536508,3816.962222,3877.199068,4058.535397,3976.091349,3818.175397,
4119.243779,4647.798371,4316.460256,4472.356502,4259.083191,4597.013144,4309.384006,4361.165445,4593.262428,4394.675976,4311.975748,4484.811267,4544.143378,4166.742196,4657.940466,4666.788592,4342.645100,4269.172614,4700.797671,4052.112594,4146.925515,4321.721310,4322.935208,4503.329771,4498.646317,4338.783625,
3269.391136,3948.864555,3694.686824,3861.333785,3646.610053,3829.938322,3652.879412,3611.664487,3820.779274,3759.635300,3652.088406,3669.612037,3548.785100,3728.627126,3934.833150,3826.208542,3657.322227,3660.203342,3979.824946,3351.776359,3394.784269,3684.988699,3616.154459,3787.626973,3643.014477,3650.537094,
3584.802980,4106.949394,3903.950420,4130.706590,3891.275722,4025.405598,3899.493192,4099.759191,3956.515319,4016.296374,3773.160586,3920.345519,3918.527090,3932.900257,4177.010979,3963.715297,3924.170280,3785.342148,4046.490419,3570.275207,3628.641287,3793.497326,3900.197019,3998.303841,3928.927802,3715.816787,
3008.133087,3716.720030,3366.047607,3696.688274,3443.777664,3471.246023,3606.869251,3571.839599,3660.750779,3523.422847,3463.478665,3458.007265,3654.082974,3381.616171,3551.824272,3426.679590,3609.636839,3231.710171,3761.235231,3035.874559,3376.754670,3482.183369,3517.939491,3700.161117,3444.905726,3339.688156,
2683.118766,3385.776875,3060.753383,3305.387787,3031.898936,3245.928051,3099.973459,3004.548408,3327.163075,3142.531162,3072.370605,3096.776717,3130.515951,2993.403695,3392.461710,3306.316710,3198.436796,3125.080179,3378.665215,2752.120272,2787.866647,3015.203507,3012.666828,3167.755052,3177.607882,3006.825527,
2845.327913,3252.979516,3072.178486,3438.392846,3102.807134,3184.734825,3149.322963,3188.375768,3109.568582,3310.151347,3015.385705,3175.826742,3429.336817,3031.595369,3168.304214,3248.127062,3309.512495,2938.887435,3357.268088,2829.966248,3079.634803,3042.520210,3116.853018,3334.544055,3111.826347,3084.289772,
