7262.659137,6139.243920,5877.753347,5882.558718,6146.399507,5849.307693,6174.040783,6617.826841,5872.263620,5892.169204,5823.092368,5446.576532,5583.073343,5651.946563,5928.715537,5541.341079,5780.222578,5705.239860,6196.225421,5814.730153,6239.603785,6079.917137,6197.892119,5655.606648,5590.119065,6096.638779,
8537.438528,7361.195226,7155.704991,7057.713841,7186.496529,7101.580847,7353.228952,7809.586786,7176.154765,6881.719828,7684.190084,6782.333738,6848.447008,6548.125951,7020.969980,6857.967574,7089.522354,6957.148640,7486.090258,7167.469244,7685.402583,7484.472506,7247.677763,7296.776158,7253.936435,7232.975306,
5868.148650,4861.879450,4553.352529,4440.060633,4717.109786,4668.923073,4876.548528,5075.786536,4650.040484,4496.847368,4707.589515,4206.532875,4225.168062,4528.153080,4670.728621,4252.389435,4690.161360,4564.013230,4938.673005,4507.313788,4867.259783,4771.746542,4912.077538,4504.074243,4440.030146,4587.424571,
5071.167833,4188.150841,3967.538563,3886.593956,4359.763387,4015.898398,3983.522602,4276.117848,3971.613330,3982.813706,3971.369348,3764.774950,3852.378098,3988.074405,4070.143833,3671.447481,3853.394900,4154.893650,4160.420648,3976.128582,4446.971052,4023.505539,3980.607385,3925.780639,3987.382743,4215.127040,
5226.034963,4397.140069,4103.342716,4182.331330,4377.875146,4055.154861,4451.148451,4556.252454,4169.959221,4216.101274,4156.473752,3853.746140,3820.478224,4231.578275,4311.386092,3756.871298,4111.318296,4117.591478,4422.406340,4008.076145,4456.935810,4259.432069,4675.098787,3863.488194,3813.331860,4149.622132,
8663.008780,7281.564731,6779.991492,7136.306736,7454.653325,7070.018956,7494.352318,7829.600345,7244.549093,6991.819903,7082.821648,6762.317334,7124.721286,6943.899557,7310.981529,7027.464778,7111.319069,7030.399786,7403.546782,7241.308058,7695.758576,7428.854026,7646.406758,6974.344219,7137.832714,7107.558244,
5619.206566,4709.456022,4624.343960,4700.780722,4768.971702,4660.036327,4868.844959,5027.171241,4721.159521,4653.355630,4523.413892,4308.433976,4476.015392,4552.458516,4516.154205,4291.526961,4547.277375,4538.467114,4868.588233,4718.641768,4884.893838,4830.900101,4809.714036,4453.757020,4357.131046,4562.238959,
4929.060608,4399.809454,4161.751130,4247.997471,4173.894276,3906.248400,4332.562137,4461.731424,4083.683626,4143.935541,4078.550133,3913.925582,3848.219416,4329.528872,4050.552410,3931.400409,3975.700319,4051.583197,4476.777657,4003.600807,4170.094207,4150.711153,4316.708035,3882.777998,3964.684901,3959.081299,
8187.253622,6811.027097,6497.833961,6471.880137,7137.389676,6718.640758,7071.827673,7255.012619,6776.887156,6580.791033,6652.949432,6232.438952,6469.727927,6421.654868,6756.631783,6393.442178,6555.793217,6628.165805,6833.195944,6639.987773,7028.564017,6864.512175,6911.296650,6480.239236,6343.759612,6612.760547,
8924.819217,7528.294485,7145.778835,7301.334084,7823.555163,7299.926464,7464.376254,8297.927502,7396.453261,7222.025417,7206.014651,7078.382947,7003.084486,7247.533792,7536.007430,6917.971836,7170.530523,7200.350785,7456.086619,7481.623572,7642.782988,7517.968450,7658.865076,7159.906667,7069.124423,7381.034911,
3971.381931,3097.387677,2890.946595,2746.221386,3011.118809,2647.934889,2989.502747,3381.154601,2866.077719,2929.608973,2928.786669,2319.099417,2475.888347,2923.286541,2918.812832,2658.123567,2958.367114,2897.477322,3114.066951,2795.627908,3185.319159,2999.378825,2971.614744,2561.415077,2558.120426,2919.166544,
5182.644313,4120.924008,3991.161920,3960.468853,4162.793633,4059.371146,4287.993869,4263.481621,3957.708387,4091.421690,3875.971036,3559.326416,3805.418571,3851.966349,3872.291200,3712.839718,3865.683327,3897.957885,4243.344521,4136.523138,4574.492441,4146.152766,4282.763694,3705.976013,3617.491472,4108.655813,
6053.489735,5118.902553,4830.374881,4839.487435,5128.746666,4875.289386,5029.530019,5368.897382,5093.038333,4799.951289,4769.656569,4563.593826,4875.778543,4935.426750,5217.165618,4452.410009,4693.933268,4911.173606,4915.947935,4933.622567,5423.469406,5114.264796,4976.391734,4727.413861,4601.216685,4806.702796,
6838.831955,5590.024370,5199.406975,5147.578771,5645.885592,5215.389835,5444.576192,5975.161328,5155.774262,5188.681950,5277.961124,4950.405022,5190.142325,5275.137311,5343.478537,4881.938447,5119.711730,5309.010401,5564.139944,5378.400562,5661.170416,5510.354304,5404.262515,5189.505330,5093.711013,5227.713139,
6672.532160,5204.685859,5096.224502,5196.619340,5537.674829,5387.123670,5299.420863,5845.446900,5336.683213,5153.515740,5194.797334,5022.359579,4980.530595,5160.078015,5356.543934,4581.736531,5192.293017,5341.361245,5247.681557,5258.409274,5702.339191,5453.784832,5398.920478,5067.907826,4940.204532,5309.236920,
5851.940381,5077.913855,4937.733303,4804.284942,5095.777933,4756.713191,5071.160132,5272.719527,5105.496867,4861.964975,4905.215365,4279.690135,4541.643041,4953.768042,4996.587700,4571.585089,4927.375313,5015.378783,5298.560800,4751.517055,4891.755672,4884.134971,5125.013710,4480.927225,4611.140351,4779.934512,
4732.675523,4362.429087,4361.920617,4333.545812,4241.357850,4364.943856,4550.993374,4418.880561,4238.482121,4350.186494,4210.021542,3948.027151,4124.167120,4510.197765,4337.412270,3897.595670,4186.430554,4233.327412,4447.005791,4214.641591,4387.020527,4510.690443,4513.387888,4220.535152,4047.508364,4293.367423,
7158.776157,5847.066516,5536.411886,5509.015291,5891.321507,5694.102483,5753.268975,6252.673833,5639.552238,5548.596724,5507.884410,5326.205517,5332.855232,5562.904177,5628.874908,5300.227243,5528.808773,5496.751956,5789.351787,5677.689532,6168.359827,5763.286370,6076.836214,5443.641124,5357.087332,5533.490259,
5335.313092,4650.371775,4277.354629,4299.101268,4461.398995,4232.834254,4577.293123,4638.225482,4308.145964,4334.403919,4299.704163,3866.503714,4175.999265,4408.536531,4550.092539,4144.473607,4334.834997,4368.927924,4793.653884,4376.290944,4532.443014,4426.616667,4460.375457,4185.693446,4130.180483,4499.399773,
7047.610299,5623.770928,5386.529233,5450.246149,5642.133565,5536.451612,5755.927700,6209.014068,5577.352636,5440.525371,5400.503527,5070.201184,5329.733265,5450.203906,5628.052124,5098.240661,5440.982217,5356.723548,5791.539960,5444.555888,5962.324176,5759.070201,5846.412267,5248.584716,5189.236487,5455.238547,
