1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,MAX-SEC,SEC-TRD,TRD-FRT,Label
5024.398372,6130.125199,4854.403051,5109.789791,5032.655098,4849.166732,5140.02233,4941.806621,4857.815317,5202.253685,5224.790762,4852.786915,4652.503725,4987.415822,4946.242515,5014.714851,5050.568004,5163.772842,5678.243371,4748.678544,4856.461898,5041.455039,5051.315501,4898.653184,4888.155516,4793.574603,451.881828,453.452609,22.537077,1
4882.855565,6201.438196,5044.403,5108.906927,5085.851358,4999.305956,5243.649754,4750.97644,5001.034105,4953.046353,5349.2288,4949.847864,4686.967773,5242.237076,5051.031116,5005.089727,4891.815335,5182.536323,5556.030342,4703.256789,4839.901471,5115.311517,5213.550876,4830.362717,4936.324421,4702.247072,645.407854,206.801542,105.579046,1
4206.37388,5326.267166,4329.26736,4393.491237,4399.462292,4291.426558,4455.056437,4181.317864,4161.137341,4491.747711,4432.641376,4145.473348,4130.228473,4528.629422,4375.148507,4012.647049,4265.39909,4485.879487,4510.584993,4060.231642,4195.471513,4401.787713,4234.171427,4154.77207,4225.950933,4176.553716,797.637744,18.044429,18.837282,1
4248.60723,4990.159141,4101.197536,4402.435209,4328.731852,4174.741715,4274.559184,4339.680184,4293.546037,4431.735154,4246.496087,4136.506741,3817.367732,4459.065585,4408.148614,4133.290093,4054.496064,4222.964519,4336.171934,3939.476341,4046.569731,4294.635607,4200.90599,3980.081396,3968.738622,4140.810457,531.093556,27.330431,23.58654,1
6205.031494,7329.738011,6084.641106,6083.635615,6240.153973,6343.256093,6256.301014,6166.597287,6182.530109,5986.726376,6408.128911,5948.305313,6070.326643,6287.762599,6292.278789,6045.784999,6097.709135,6201.941163,6478.949166,5932.150049,6209.432315,6472.343289,6282.479779,6013.801546,6104.965474,6089.532426,850.788845,6.605877,64.214378,1
4347.460082,5547.508387,4340.167715,4472.676092,4550.430612,4693.825679,4556.976737,4217.796945,4498.773402,4485.291691,4761.08844,4395.245852,4239.832442,4452.891341,4551.332326,4393.02209,4375.832033,4483.010099,4783.179423,4283.120669,4429.372639,4452.151173,4557.684375,4351.603989,4291.142261,4339.425517,764.328964,22.090983,67.262761,1
6882.803434,8139.142375,6858.428108,6967.671748,6869.326166,7026.155358,6854.900794,6739.195193,6825.867071,6939.628695,7090.218507,6983.842876,6812.568721,7104.717219,7041.946244,6744.896452,6790.952797,7046.245284,7233.32123,6587.58471,6763.543904,7020.542495,6912.479123,6723.101621,6849.888194,6800.814855,905.821145,128.604011,14.498712,1
9515.831917,10819.05677,9182.167784,9586.546081,9730.822876,9776.941692,9366.858243,9402.730952,9302.608194,9491.65012,9918.55313,9281.032594,9097.717456,8970.900726,9470.634714,9661.629082,9299.170015,9514.785822,10028.28463,9141.478104,9228.990083,9616.197563,9598.463336,9340.815009,9496.290346,9009.071841,790.772146,109.731497,141.611438,1
8647.107639,10092.24462,8689.333533,8732.879209,8740.824258,9045.787257,8988.594659,8781.442853,8690.526502,8674.418814,9301.871595,8614.944236,8442.659003,8689.988581,8948.895571,8696.83752,8519.042661,8654.42827,9228.206986,8581.132642,8698.331641,8966.558557,8897.656077,8518.215039,8358.846681,8621.362845,790.373026,73.664609,182.419729,1
5982.4461,7084.813239,5886.196266,5982.617984,6067.045111,6533.80376,6183.894255,6123.600241,6090.249327,6258.617,6296.895775,5789.107487,5882.023577,6045.319004,6237.259026,5786.559072,6041.548853,6066.06264,6298.123623,5871.626366,6050.213043,5959.070796,6183.150197,5837.917552,5778.249858,5923.312807,551.009479,235.680137,1.227848,1
