1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,MAX-SEC,SEC-TRD,TRD-FRT,Label2,Label1,rejection_pre,recognition
8078.091608,7077.3479099999995,6613.344491,6828.220151,7247.180159999999,6940.713531999999,6987.440387000001,7474.327845000001,6856.892824,6825.757181,6987.2277650000005,6462.193948,6544.030355,6665.3853770000005,6788.721990999999,6713.083944,6655.299023,6867.865401999999,6932.2079269999995,6977.587625,7144.347034,7097.153893000001,6750.042353,6719.609345999999,6963.195089,7188.157936,603.763763,227.147685,59.022224,1,1.0,1,1
7299.436248999999,6315.811322,5857.661873,5959.501728,6468.93681,6000.118647,6174.424681,6751.295919,5895.629218,5925.789475,5862.264387,5858.873093,5599.575959000001,6200.888168,6085.432458,5771.4670479999995,5845.941753,6042.329012,6155.42594,6309.556089,6409.7543670000005,6250.329325,6038.219867,5809.297595,6051.444324,6222.862057,548.14033,282.359109,59.182443000000006,1,1.0,1,1
7271.7425920000005,6988.366326,6357.800725,6519.074375,6907.453277,6722.833692,6743.661797,6907.632194,6622.136431,6626.32459,6591.14555,6565.521735,6256.262892,6554.606682,6642.540138,6589.654626,6411.805649,6764.316349,6916.982914,6466.450252000001,6461.417767,6813.494156999999,6780.460481,6444.560189,6424.492581,6483.883921,283.376266,71.38341199999999,9.350719999999999,1,1.0,1,1
8828.377014,8073.947989,7592.8494439999995,7837.541817,8479.006072,7824.726448,7912.976648999999,8449.790507,7877.49192,7851.357473,7838.073351000001,7720.190359,7779.326317,8025.53182,7948.433012,7634.554067,7297.031495,7939.702297,7765.233187000001,8467.782255,8299.212952,7908.232059999999,7515.040511,7764.140893000001,8246.335751,8038.416337999999,349.370942,11.223817,17.991748,1,1.0,1,1
5168.956383,4551.337097,4159.681565,4040.088597,4531.216013,4244.572993,4230.971869,4560.076052,4020.048111,4345.68534,4055.7482840000002,3987.5399429999998,4200.478337,4485.816009,4370.246188,4068.677225,3929.3188909999994,4040.994597,4283.869105,4631.335834,4464.517186,4369.1393689999995,4098.3398130000005,3796.57416,4347.75085,4422.656647999999,537.620549,71.259782,8.738955,1,1.0,1,1
6106.125272,5422.583979999999,4799.404353,4931.853504,5450.471618,4887.383715,5333.443583,5590.220008,4983.295854,5028.184034000001,4960.6358869999995,4602.709898,4609.9061710000005,5159.19438,4998.884583,4979.328079,4977.685545,5017.138261,5460.749304,4975.410429,5229.3985170000005,5065.774405,5276.637785,4578.752236,4821.76236,5274.544505,515.905264,129.470704,10.277686,1,1.0,1,1
3621.0555340000005,3422.294572,3310.7395739999997,3168.529462,3213.666021,3055.015064,3515.5735200000004,3350.742751,3362.0648170000004,3381.9153840000004,3396.296432,3188.033776,2872.871565,3292.319324,3307.3277160000002,3244.471691,3296.907493,3375.6507770000003,3649.1226659999998,3084.704757,3243.6646969999997,3368.9189439999996,3376.9153909999995,3220.015488,3243.571789,3306.306766,28.067132,105.48201399999999,93.278948,1,1.0,0,19
7879.970874,7295.589753,6922.101926,7115.829209999999,7078.598098,6925.797086,7394.023929999999,7289.467275,7056.2853079999995,6903.39655,7122.51365,6665.66179,6497.081595000001,6740.646492,6935.159794,6853.858334999999,6946.889219,6875.866422,7365.601234000001,6967.742572,7246.985495999999,7242.360265,7139.503981999999,6706.911086,6880.227629999999,7342.325241,485.94694400000003,28.422696000000002,23.275993,1,1.0,1,1
11149.451159999999,10218.513990000001,9440.424007,9585.488606,10074.03075,9714.884155,10015.41923,10279.50018,9891.372193000001,9746.344693000001,9888.954243,9558.051209000001,9543.231029,9536.013077,9745.745189,9652.816363,9587.267178,9563.064932,9955.255083,9760.878266,10067.30428,10091.164429999999,9804.202667,9632.932337999999,9794.396812,9909.571091,869.950986,60.986188,127.34956299999999,1,1.0,1,1
7484.874475,7266.628325,6881.62073,7204.794798000001,7179.738093000001,6969.34192,7229.163595999999,7215.03239,7290.928764,7291.315469,7091.926912000001,6630.321154,6521.653244,7069.309304,7010.823001000001,7153.689216,7228.797114,6927.760809,7617.4330709999995,6602.75674,6836.863181000001,7029.971998,7209.77292,7163.937684999999,6742.789544,7189.211087999999,132.558596,193.559006,0.386705,1,1.0,0,19
